osm_id,code,fclass,name_business,geometry,street_name
108539,2566,bicycle_rental,Windsor Terrace,POINT (-0.0933878000000011 51.5291251),Windsor Terrace
451152,2304,pub,King of Prussia,POINT (-0.1946078000000003 51.6008404),Dollis Park
451153,2301,restaurant,Central Restaurant,POINT (-0.1935029000000002 51.6020306),Nether Street
451154,2304,pub,The Catcher in the Rye,POINT (-0.1960280000000018 51.5995788),Regent's Park Road
451271,2304,pub,The Tally Ho,POINT (-0.1765555999999997 51.61410380000001),
12242503,2304,pub,Railway Bell,POINT (0.0279621000000004 51.5920158),Mulberry Way
15262028,2304,pub,The Monkey Puzzle,POINT (-0.169826600000001 51.5164813),
18235090,2304,pub,The Arab Boy,POINT (-0.2266974999999997 51.4628591),Upper Richmond Road
20821133,2304,pub,The Union Bar,POINT (-0.1777428000000003 51.50042340000001),Jay Mews
20849687,2303,cafe,,POINT (-0.3340173999999998 51.4110074),
20973312,2304,pub,Kings Arms,POINT (-0.2100686999999979 51.4691887),
20973316,2304,pub,The Waterside,POINT (-0.1811597999999998 51.47272610000001),
21593232,2304,pub,The Last Judgement,POINT (-0.111742800000001 51.5153316),
21593236,2304,pub,Ship Tavern,POINT (-0.1192033000000002 51.51723490000001),Gate Street
21593237,2305,bar,The Polish Bar (Na Zdrowie),POINT (-0.1189565999999987 51.5173465),Little Turnstile
21593238,2305,bar,All Bar One,POINT (-0.1193210000000005 51.51633760000001),
21686579,2304,pub,White Haus,POINT (-0.1043347999999995 51.51540289999999),Old Fleet Lane
21693791,2305,bar,The Saint,POINT (-0.0997325000000008 51.5150736),Rose Steet
25471087,2304,pub,Marquess of Anglesey,POINT (-0.1212167000000008 51.5128467),
25473538,2304,pub,The Liberty Bounds,POINT (-0.0785317999999994 51.509731),Byward Street
25474641,2203,cinema,Barbican Centre (Cinema),POINT (-0.0937555999999999 51.5197763),Lakeside Terrace
25475187,2304,pub,The Cheshire Cheese,POINT (-0.0776978 51.511416499999996),Crutched Friars
25475389,2303,cafe,Woburn Cafe,POINT (-0.1292505000000002 51.5265807),Woburn Walk
25475914,2304,pub,The Swan,POINT (-0.1227560999999994 51.52108680000001),Cosmo Place
25496840,2304,pub,26 Furnival Street,POINT (-0.1103637999999995 51.5167141),Furnival Street
25497832,2303,cafe,Cafe Angel,POINT (-0.1161125000000005 51.5247641),Gray's Inn Road
25501630,2304,pub,McGlynn's,POINT (-0.1233083999999993 51.528448799999985),
25510381,2304,pub,Crown & Cushion,POINT (-0.1139641999999999 51.49946159999999),Westminster Bridge Road
25523569,2304,pub,Shortlands Tavern,POINT (0.0034180999999989 51.40533839999999),Queen's Mead Road
25524219,2304,pub,The Railway,POINT (-0.0133037000000002 51.3803526),Red Lodge Road
25544124,2511,convenience,Tesco Express,POINT (-0.125164500000001 51.5111215),
25592547,2304,pub,The Duke of York,POINT (-0.3385051 51.50895980000001),Station Road
25597628,2304,pub,The Angelic,POINT (-0.1072883000000006 51.5347892),Liverpool Road
25641515,2544,furniture_shop,,POINT (-0.1827238000000008 51.550054999999986),Billy Fury Way
25717653,2304,pub,The Old Ale Emporium,POINT (-0.0990941000000013 51.5780132),Green Lanes
25717655,2304,pub,The Beaconsfield,POINT (-0.0987786000000002 51.57636539999999),Green Lanes
25729218,2304,pub,The Brockley Jack,POINT (-0.0385109999999984 51.4534062),
25744394,2511,convenience,Tesco Express,POINT (-0.1493587000000007 51.562077800000004),Hillway
25744422,2301,restaurant,Bold Food & Bar,POINT (-0.1406890000000002 51.5649774),
25744507,2304,pub,Aces and Eights,POINT (-0.1383959000000004 51.55665380000001),
25744530,2305,bar,The Boston Arms,POINT (-0.1384438999999998 51.55710139999999),
25744530,2305,bar,The Boston Arms,POINT (-0.1384438999999998 51.55710139999999),
25746185,2304,pub,The Cheshire Cheese,POINT (-0.1131849000000006 51.512389500000005),Milford Lane
25813308,2511,convenience,Tesco Express,POINT (-0.1333413999999995 51.54534120000001),
25813308,2511,convenience,Tesco Express,POINT (-0.1333413999999995 51.54534120000001),
25831302,2305,bar,Lockside Lounge,POINT (-0.1466138999999995 51.5410872),
25831313,2305,bar,Lock 17,POINT (-0.1457600000000007 51.5412394),Regent's Canal towpath
25962160,2568,laundry,Chris Dry Cleaners,POINT (-0.0752366999999994 51.5513131),Truman's Road
25991205,2303,cafe,Jack's Cafe,POINT (-0.0724776000000014 51.550904599999996),
26065903,2304,pub,The BlackStock,POINT (-0.1044659999999991 51.56451259999999),Blackstock Road
26197017,2304,pub,The White Lion of Mortimer,POINT (-0.1126396999999996 51.569377300000006),Stroud Green Road
26269218,2303,cafe,Springfield Park Cafe,POINT (-0.0598633000000007 51.5691513),
26310696,2305,bar,Fox on the Green,POINT (-0.1031148000000013 51.536674999999995),Islington Green
26363049,2304,pub,The Gate,POINT (-0.2424157000000007 51.64198519999999),Barnet Road
26544484,2301,restaurant,Casuarina Tree,POINT (-0.1722344999999998 51.3980144),
26545058,2251,sports_centre,Canons Leisure Centre,POINT (-0.1628676000000008 51.4003707),
26573161,2203,cinema,Odeon Mezzanine,POINT (-0.1290844000000012 51.51021389999998),Irving Street
26573168,2203,cinema,Cineworld Leicester Square,POINT (-0.1304091000000004 51.5109335),Leicester Square
26573173,2203,cinema,Vue Leicester Square,POINT (-0.1293676999999998 51.5112449),Leicester Court
26603473,2304,pub,The Load of Hay,POINT (-0.4763331000000006 51.53624039999999),Villier Street
26603928,2301,restaurant,Karma Lounge,POINT (-0.4816991000000003 51.527166799999996),Clammas Way
26603929,2304,pub,The Crown,POINT (-0.4820512000000013 51.531018599999996),Cowley Road
26604024,2301,restaurant,Jin Li,POINT (-0.4585479000000007 51.525732),Pield Heath Road
26610587,2304,pub,The Good Mixer,POINT (-0.1446077999999986 51.5394566),Arlington Road
26610590,2304,pub,The Oxford Arms,POINT (-0.1443341000000005 51.54054790000001),Jamestown Road
26610612,2305,bar,Canalside Bar,POINT (-0.1458704999999995 51.5411992),Regent's Canal towpath
26618618,2501,supermarket,M&S Foodhall,POINT (-0.1420407999999982 51.53781),Pleasant Row
26659113,2511,convenience,Sainsbury's Local,POINT (-0.1087596000000004 51.5175867),
26671967,2203,cinema,Odeon Luxe Haymarket,POINT (-0.1312249000000001 51.50956629999999),
26699541,2203,cinema,Curzon Soho,POINT (-0.1306077999999989 51.5126577),
26699558,2304,pub,The Flying Horse,POINT (-0.1307586999999986 51.5165109),
26817795,2511,convenience,Tesco Express,POINT (-0.1587222999999998 51.5228051),
26819169,2501,supermarket,Waitrose,POINT (-0.1872577 51.51634450000001),Bishop's Bridge Road
26845558,2301,restaurant,Old Tree Daiwan Bee,POINT (-0.132559600000001 51.5110542),Rupert Court
26979398,2304,pub,Queen's Head,POINT (-0.479981100000001 51.5459392),Windsor Street
26979399,2304,pub,The Metropolitan,POINT (-0.480096999999999 51.5454653),Windsor Street
26979400,2304,pub,The Fig Tree,POINT (-0.4802996999999991 51.54556680000001),Windsor Street
26979401,2304,pub,Whelans,POINT (-0.4806061000000002 51.54764930000002),
26979403,2304,pub,The Three Tuns,POINT (-0.4788812999999999 51.5456282),
26979404,2302,fast_food,Five Guys,POINT (-0.4792492 51.546377),Bakers Yard
26980206,2511,convenience,Nisa Local,POINT (-0.0861792999999997 51.66372669999999),
26980235,2304,pub,The Wonder,POINT (-0.085412300000002 51.6630788),Batley Road
26982478,2304,pub,The Pied Bull,POINT (-0.0593586000000001 51.678172100000005),Bull's Cross
26982535,2304,pub,The King and Tinker,POINT (-0.0770974000000005 51.681361100000004),Whitewebbs Lane
26992533,2304,pub,General Napier,POINT (-0.044651 51.4455382),Bovill Road
26992933,2304,pub,The Honor Oak,POINT (-0.0422997999999996 51.44323289999999),Brockley Rise
27017235,2304,pub,Sir John Balcombe,POINT (-0.1618601999999999 51.52341169999999),
27204205,2527,newsagent,WHSmith,POINT (-0.1825789999999988 51.58568170000001),Falloden Way
27245287,2304,pub,The Shaftesbury Arms,POINT (-0.2992379999999994 51.465564),Kew Road
27348824,2304,pub,Rose and Crown,POINT (-0.0837770000000014 51.671206999999995),Clay Hill
27349206,2304,pub,Cricketers Arms,POINT (-0.0874147000000013 51.656505),
27349264,2301,restaurant,The Meeting Bar and Restaurant,POINT (-0.0630989999999998 51.64991580000001),Southbury Road
27364392,2304,pub,No.8 Seven Sisters,POINT (-0.0819029000000004 51.578363499999995),Seven Sisters Road
27386452,2120,doctors,,POINT (0.2030686 51.5743099),Brentwood Road
27408323,2304,pub,The Drapers Arms,POINT (-0.3051555000000007 51.5116826),
27408324,2505,department_store,Marks & Spencer,POINT (-0.3039875000000006 51.513081199999995),High Street
27411557,2304,pub,North Nineteen,POINT (-0.1217505000000007 51.564637399999995),Sussex Way
27475739,2304,pub,The Grove,POINT (-0.3052313000000002 51.5102956),The Grove
27475983,2304,pub,The Red Lion,POINT (-0.3050181000000007 51.50801959999999),St Mary's Road
27476034,2304,pub,The Castle Inn,POINT (-0.3053343999999998 51.5061889),Gideon Mews
27476983,2304,pub,The Shanakee,POINT (-0.3026610000000004 51.5148399),
27476990,2304,pub,The North Star,POINT (-0.3018561999999996 51.5138717),The Mall
27477157,2304,pub,The Wheatsheaf,POINT (-0.2999320000000003 51.5169211),Haven Lane
27477159,2304,pub,The Haven Arms,POINT (-0.3000951000000002 51.5168303),Haven Lane
27512718,2304,pub,Lots Road,POINT (-0.1833426000000004 51.4776729),Lots Road
27718642,2304,pub,The Star Tavern,POINT (-0.1558550000000004 51.4984423),Belgrave Mews West
29039088,2304,pub,The Queens Larder,POINT (-0.1225307999999984 51.52122730000001),
29372721,2401,hotel,Sundridge Park hotel and conference Ctr,POINT (0.0372263999999986 51.417029899999996),
30062730,2303,cafe,Perks and White,POINT (-0.105192900000001 51.4400001),
30483366,2304,pub,The Park Tavern,POINT (-0.2875532000000001 51.41950330000001),New Road
30512931,2304,pub,The Cardinal,POINT (-0.2982274000000001 51.42655430000001),
30584447,2521,gift_shop,Mia Wood,POINT (-0.286186300000001 51.477328499999985),Station Parade
30585304,2304,pub,The Bayswater Arms,POINT (-0.1877859999999992 51.5126423),Moscow Road
30592674,2304,pub,Prince Albert,POINT (-0.1975021999999993 51.50953609999999),Pembridge Road
30669338,2304,pub,The Rose of York,POINT (-0.3002860999999996 51.450585399999994),Petersham Road
30793153,2304,pub,Tommy Flynns,POINT (-0.1206516000000001 51.558927399999995),Hercules Street
31060529,2203,cinema,Vue Purley Way,POINT (-0.1246385000000013 51.3780368),
31247045,2304,pub,The Shawl,POINT (-0.3560202999999998 51.5628777),Northolt Road
31247069,2304,pub,Salt Bar,POINT (-0.3464574 51.56944059999999),Middle Road
31275782,2304,pub,The Lord Palmerston,POINT (-0.1619811000000002 51.3689042),Palmerston Road
31282203,2301,restaurant,,POINT (-0.3431793000000001 51.575255199999994),Kingsfield Road
31314241,2401,hotel,DoubleTree by Hilton Hotel London - Marble Arch,POINT (-0.1566380999999996 51.514571),
31414779,2602,atm,,POINT (-0.0846953000000028 51.4624111),
31437645,2602,atm,,POINT (-0.3567569999999994 51.5621148),Northolt Road
31452360,2305,bar,Bar Story,POINT (-0.0698846 51.4695231),Blenheim Grove
31472695,2501,supermarket,Siragro Food & Wine,POINT (-0.3197216000000003 51.551496),"Odeon Parade, Allendale Road"
31472697,2101,pharmacy,Shilun's Pharmacy,POINT (-0.3189623000000001 51.55175479999998),"The Parade, Sudbury Heights Avenue"
31472797,2304,pub,The Swan,POINT (-0.3167740000000004 51.5556251),
31472798,2101,pharmacy,C.K. Pharmacy,POINT (-0.3159253000000012 51.5554815),Harrow Road
31472874,2121,dentist,Harrow Road Dental Surgery,POINT (-0.3231253999999991 51.557502799999995),Harrow Road
31476173,2101,pharmacy,Curapharm Chemist,POINT (-0.3357604000000002 51.557587399999996),
31476173,2514,chemist,Curapharm Chemist,POINT (-0.3357604000000002 51.557587399999996),
31552276,2101,pharmacy,Vantage Dispensing,POINT (-0.3216197000000015 51.566634199999996),
31937418,2527,newsagent,Upper Mulgrave Road Post Office,POINT (-0.2127680999999999 51.3550571),Upper Mulgrave Road
32544806,2101,pharmacy,Bright Health Pharmacy,POINT (-0.3391271000000008 51.5509115),Greenford Road
32544807,2305,bar,Ryan's Bar,POINT (-0.3392639000000006 51.550352799999985),Greenford Road
32544814,2120,doctors,Greenford Road Medical Centre,POINT (-0.3455810000000005 51.53767549999999),Greenford Road
32546054,2602,atm,,POINT (-0.3523050000000018 51.528175599999976),
32546482,2101,pharmacy,Kings Pharmacy,POINT (-0.3544798000000002 51.51890159999999),
32591867,2602,atm,,POINT (-0.1290600000000012 51.41927559999999),
32921722,2305,bar,Lazy Ballerinas,POINT (-0.1088749000000002 51.5140621),Fleet Street
33077538,2304,pub,Duke of Cambridge,POINT (-0.3552674000000013 51.47149939999999),Kingsley Road
33077565,2304,pub,Duke of York,POINT (-0.3866606000000011 51.46751329999999),Martindale Road
33101954,2304,pub,Turnpike House,POINT (-0.0719505000000002 51.5749285),Ravensdale Road
33116988,2304,pub,The Black Horse,POINT (-0.3628656 51.477870599999996),
33497682,2304,pub,Lord Nelson,POINT (-0.1843079999999999 51.3654748),Lower Road
33583650,2304,pub,The Sun,POINT (-0.1641978000000003 51.367124),North Street
33665778,2304,pub,Rose & Crown,POINT (-0.1551403000000015 51.368588499999994),
33869591,2514,chemist,Medipharmacy,POINT (-0.1504920000000003 51.3621402),Manor Road
33869776,2201,theatre,Charles Cryer Studio Theatre,POINT (-0.1596080000000005 51.365921699999994),
34190586,2304,pub,The Woodlands Tavern,POINT (-0.3376386000000005 51.472978700000006),Woodlands Road
34190682,2304,pub,The Swan Inn,POINT (-0.3241118000000006 51.4689419),Swan Street
34190698,2301,restaurant,Cinnamon Lounge,POINT (-0.3284018000000014 51.472105),
34190721,2304,pub,The Red Lion,POINT (-0.3338701000000003 51.47350279999999),Linkfield Road
34578754,2511,convenience,Tesco Express,POINT (-0.1722435999999998 51.522286599999994),
36214438,2101,pharmacy,Kings Pharmacy,POINT (-0.3731774999999999 51.561801599999995),
36214440,2511,convenience,Londis,POINT (-0.3730943000000004 51.561825899999995),
36216886,2120,doctors,Simpson House Medical Centre,POINT (-0.372643700000002 51.561710599999984),Carlyon Avenue
36217541,2304,pub,The Horseshoe Bar,POINT (-0.3727312000000009 51.56196699999999),
36222576,2101,pharmacy,Parade Pharmacy,POINT (-0.3458887000000003 51.54219029999999),
36223764,2511,convenience,Costcutter,POINT (-0.3503321000000007 51.551750399999996),Oldfields Circus
36312229,2101,pharmacy,Medipharmacy,POINT (-0.1609632000000022 51.3656066),
36312259,2501,supermarket,Co-op Food,POINT (-0.1610793000000015 51.365197599999995),High Street
36314175,2304,pub,Coach & Horses,POINT (-0.1623318999999997 51.36503769999999),
36487478,2304,pub,Hare and Hounds,POINT (-0.3393014999999996 51.4916527),
36496996,2505,department_store,TK Maxx,POINT (-0.3321651000000003 51.4601802),
36509097,2301,restaurant,The Royal,POINT (-0.3266793999999996 51.498308200000004),
36509164,2101,pharmacy,Church Pharmacy,POINT (-0.3350773999999991 51.5088908),Uxbridge Road
36511105,2527,newsagent,P J News,POINT (-0.3372156000000005 51.514877399999996),Greenford Avenue
36585191,2304,pub,The Woodman,POINT (-0.162578700000001 51.365004199999994),
36675819,2120,doctors,Hillview Surgery,POINT (-0.3166269000000013 51.53999439999998),
36679518,2120,doctors,St Mark's Medical Centre,POINT (-0.3028624000000009 51.5293025),Brunswick Road
36681423,2120,doctors,,POINT (-0.3091505000000011 51.52682539999999),Pitshanger Lane
36684378,2511,convenience,Station Convenience Store,POINT (-0.3465432000000012 51.54197169999999),
36684379,2302,fast_food,Maggies Fish & Chip,POINT (-0.3459836 51.5420582),
36684379,2302,fast_food,Maggies Fish & Chip,POINT (-0.3459836 51.5420582),
36684383,2303,cafe,Café Express,POINT (-0.3504501000000017 51.55206249999999),Oldfields Circus
36685542,2304,pub,The Royal Oak,POINT (-0.3408452000000007 51.46698659999999),Worton Road
36868088,2304,pub,The Railway,POINT (-0.2162301999999994 51.356225499999994),Station Way
36869280,2304,pub,The Grumpy Mole,POINT (-0.2222369000000016 51.35566519999999),Ewell Road
36989169,2304,pub,The Harrow,POINT (-0.215750500000001 51.3576314),High Street
37124435,2304,pub,The Railway Tavern,POINT (-0.1658625000000009 51.3693298),Camden Road
37155030,2101,pharmacy,SG Barai Pharmacy,POINT (-0.1808644 51.369864199999995),Paget Avenue
37155037,2304,pub,The Butterchurn,POINT (-0.1802281000000016 51.36950499999999),
37155069,2511,convenience,Best-one,POINT (-0.1720707000000007 51.36321519999999),Carshalton Road
37160049,2101,pharmacy,Kamsons Pharmacy,POINT (-0.1714801000000005 51.37173849999999),
37552361,2601,bank,Santander,POINT (-0.2162534000000005 51.35802270000001),The Broadway
37552362,2101,pharmacy,Frith's Chemist,POINT (-0.2166155000000005 51.35810480000001),The Broadway
38935912,2542,bicycle_shop,Evans Cycles,POINT (-0.3006861000000021 51.414425699999995),
39101059,2563,car_rental,Avis Heathrow,POINT (-0.4310390000000012 51.4798733),
39601041,2304,pub,Harvest Home,POINT (-0.1316803999999998 51.37231429999999),Beddington Lane
39663028,2304,pub,Horse & Groom,POINT (-0.1917749000000011 51.4155329),
39685823,2203,cinema,Odeon Wimbledon,POINT (-0.2048792000000007 51.41980960000001),
39741897,2304,pub,The Sultan,POINT (-0.1853025000000002 51.41852719999999),
39840415,2602,atm,,POINT (-0.0679339999999991 51.462015300000004),Solway Road
40175772,2304,pub,The Nightingale,POINT (-0.1852127000000003 51.36275989999999),Lind Road
40766310,2602,atm,,POINT (-0.1923266 51.4169901),
40985266,2101,pharmacy,V E Lettsom Pharmacy,POINT (-0.082378299999999 51.470918),
41027353,2304,pub,The King Harold,POINT (0.235130499999998 51.59409129999999),Station Road
42220032,2511,convenience,Spar,POINT (-0.3450491000000012 51.53621909999999),
42220098,2101,pharmacy,,POINT (-0.3328055000000005 51.534655699999995),Medway Parade
43500718,2120,doctors,Macmillan Way Medical Centre,POINT (-0.151333299999999 51.4316018),
45265824,2601,bank,NatWest,POINT (0.2196406999999986 51.607348699999996),
45265874,2501,supermarket,Iceland,POINT (0.2184594999999991 51.60666779999999),Farnham Road
45273242,2303,cafe,Station Cafe,POINT (0.2342052000000003 51.5937738),
45273747,2502,bakery,Williams Bakery,POINT (0.234368799999999 51.5938205),Station Road
45273871,2511,convenience,Nisa Local,POINT (0.2328864999999986 51.5934086),
45274552,2501,supermarket,Co-op Food,POINT (0.2333934999999996 51.59359619999999),
45276256,2561,hairdresser,Images,POINT (0.2330464999999991 51.5934223),
45276256,2561,hairdresser,Images,POINT (0.2330464999999991 51.5934223),
45276431,2602,atm,,POINT (0.232772699999998 51.59287719999999),Station Road
45284148,2543,doityourself,B&Q,POINT (0.2195655999999996 51.5954721),
45286517,2121,dentist,,POINT (0.2337273999999996 51.5907037),
45292830,2302,fast_food,Bamboo Garden,POINT (0.2336230999999992 51.5935989),Station Road
45293688,2301,restaurant,Bombay Palace,POINT (0.2346711999999998 51.5939208),Station Road
45298307,2302,fast_food,McDonald's,POINT (0.2113794999999988 51.6004092),
46714849,2304,pub,The Baring Arms,POINT (-0.0884772999999999 51.537057),Baring Street
47733711,2302,fast_food,The Frying Pan,POINT (0.2344867999999984 51.593855500000004),Station Road
48705631,2120,doctors,Bethnal Green Health Centre,POINT (-0.0642499000000009 51.526961899999996),Florida Street
48928595,2304,pub,London Hospital Tavern,POINT (-0.0589372999999998 51.519093399999996),East Mount Street
49233948,2501,supermarket,Sainsbury's,POINT (-0.1714391000000002 51.6495733),
49300405,2304,pub,The Temperance,POINT (-0.2104962999999996 51.469397099999995),
49311845,2501,supermarket,Waitrose,POINT (-0.2039214000000009 51.6559569),
49311908,2304,pub,The Volunteer,POINT (-0.1585798999999999 51.5239797),
49314952,2304,pub,The Colonel Fawcett,POINT (-0.1359895999999994 51.54181),Randolph Street
49319602,2304,pub,The Marlborough Arms,POINT (-0.1337723999999993 51.521821899999985),
49879534,2511,convenience,Morrisons Daily,POINT (-0.1980071999999999 51.5966742),Regent's Park Road
50453784,2304,pub,The White Hart Inn,POINT (-0.3542958000000003 51.4557401),Kneller Road
50453906,2304,pub,The Duke of Cambridge,POINT (-0.3514211999999996 51.4547683),
52755412,2304,pub,The Duke of Wellington,POINT (-0.0744742999999999 51.540108599999996),
52787118,2251,sports_centre,Queensbridge Sports & Community Centre,POINT (-0.0713459999999994 51.542236800000005),
56446211,2304,pub,The Crown,POINT (-0.0541800000000008 51.37368939999999),
57730534,2304,pub,The Lord Clyde,POINT (-0.3587255000000005 51.4666594),Inwood Road
59169435,2304,pub,The Bolton,POINT (-0.1904312999999986 51.48957849999999),Earl's Court Road
59367436,2302,fast_food,The Good Year,POINT (0.234902899999998 51.6050239),
59651717,2304,pub,The Bulstrode Pub,POINT (-0.3669356000000004 51.47075170000001),
59931333,2401,hotel,easyHotel Victoria,POINT (-0.1420048000000002 51.4919882),Belgrave Road
59932133,2302,fast_food,KFC,POINT (-0.0253425000000002 51.37774000000001),
59933337,2304,pub,Shirley Inn,POINT (-0.0502511999999995 51.374381799999995),Spring Park Road
60030740,2303,cafe,Greedies,POINT (-0.3275195000000011 51.468629899999996),South Street
60093128,2511,convenience,Tesco Express,POINT (0.1870849999999993 51.58215510000001),
60269652,2121,dentist,Perivale Dental Practice,POINT (-0.3231845000000013 51.53379269999999),Teignmouth Gardens
60307094,2304,pub,The Cricketers,POINT (-0.0836591000000002 51.37517660000001),Addiscombe Road
60660465,2301,restaurant,Farmer J,POINT (-0.1257454999999987 51.5229924),
60661040,2511,convenience,Tesco Express,POINT (-0.1244579000000002 51.523323299999994),
61937679,2304,pub,The Goose at the George,POINT (-0.0814868000000005 51.6519527),
61947415,2304,pub,The Hop Poles,POINT (-0.0773878999999994 51.6631766),
61947416,2304,pub,The Jolly Farmers,POINT (-0.1077360999999996 51.654757599999996),Links Side
61955733,2304,pub,The Stag,POINT (-0.0865804000000011 51.6528776),Little Park Gardens
61978940,2304,pub,Jolly Butchers,POINT (-0.0799229000000004 51.6594925),Baker Street
61987558,2304,pub,The Wheatsheaf,POINT (-0.0792592000000008 51.65995989999999),
62795820,2565,car_sharing,,POINT (-0.0531727000000017 51.43799009999999),
64698462,2602,atm,,POINT (-0.1759899000000012 51.5168364),
64811055,2542,bicycle_shop,Compton Cycles,POINT (-0.027143400000001 51.4429141),Catford Hill
65095110,2301,restaurant,Tratorria Raffaele,POINT (-0.0487489000000007 51.42564310000001),Sydenham Road
76660110,2304,pub,The Greystoke,POINT (-0.2899891999999998 51.51694239999999),
87355103,2304,pub,The Sir Julian Huxley,POINT (-0.0625347999999996 51.34340730000001),Addington Road
89125490,2304,pub,The Bricklayers Arms,POINT (-0.0318399000000009 51.406718700000006),War Memorial
89125621,2304,pub,Ye George Inn,POINT (-0.0276681000000008 51.4072339),High Street
89125652,2304,pub,O'Neils,POINT (-0.0246709999999996 51.41047809999999),High Street
89484781,2251,sports_centre,South Croydon Sports Club,POINT (-0.086961300000001 51.362973000000004),
90272342,2304,pub,Fox Under The Hill,POINT (0.0397049999999999 51.47384759999999),
90703543,2201,theatre,Theatre 62,POINT (-0.010467099999999 51.3728529),
92560386,2304,pub,The Jolly Gardeners,POINT (-0.4057765000000001 51.4857401),
94244330,2120,doctors,Albion Health Centre,POINT (-0.0572096000000014 51.519945799999995),Whitechapel Road
96008565,2301,restaurant,Bistrotheque,POINT (-0.0560633000000017 51.5340961),Wadeson Street
96229448,2301,restaurant,Mithai Ghar,POINT (-0.0656989000000012 51.517788),Whitechapel Road
98170592,2304,pub,Duke of St. Albans,POINT (-0.1504467000000009 51.5614305),Swain's Lane
106227688,2304,pub,The Swan,POINT (-0.0148923000000005 51.375891100000004),High Street
108035448,2304,pub,The Nottingham Castle,POINT (-0.1288063000000002 51.478700200000006),Thorncroft Street
108035514,2301,restaurant,A toca,POINT (-0.1312087000000004 51.47539),Wandsworth Road
116097320,2304,pub,The Alice,POINT (-0.0778751000000004 51.514928499999996),Houndsditch
116097730,2304,pub,The Lion Houndsditch,POINT (-0.0781193 51.5148281),Houndsditch
128329850,2304,pub,The Camel,POINT (-0.1418267000000006 51.4935531),Wilton Road
129996650,2304,pub,The Swan and Mitre,POINT (0.0116437000000004 51.4070877),High Street
130157250,2101,pharmacy,AP Chemist,POINT (-0.1777997000000004 51.4183326),
130157307,2602,atm,,POINT (-0.1781909000000008 51.4186929),
130159372,2301,restaurant,Venus,POINT (-0.1777821000000018 51.41774959999999),
130159445,2301,restaurant,Corleone,POINT (-0.1782663000000005 51.418274499999995),
130210673,2303,cafe,The Serpentine Lido Cafe,POINT (-0.1696555000000009 51.504668800000005),
130216826,2301,restaurant,Nando's,POINT (-0.1780875000000005 51.41361439999999),
130220511,2304,pub,Wattenden Arms,POINT (-0.1023778000000014 51.3076722),Old Lodge Lane
130224287,2251,sports_centre,(Unoccupied),POINT (-0.1843553999999987 51.42244740000001),
130577719,2304,pub,The Bell and Crown,POINT (-0.2830003000000005 51.486937399999995),Bell Alley
130577747,2304,pub,The Bull's Head,POINT (-0.2783571000000006 51.48447530000001),Strand-on-The-Green
132957893,2301,restaurant,Alba,POINT (-0.129113900000001 51.465199299999995),
132960560,2304,pub,The Phoenix,POINT (-0.1270501999999999 51.46877159999999),
132978018,2301,restaurant,Ferndales,POINT (-0.1239279000000001 51.4629835),Tintern Street
133191330,2511,convenience,Tesco Express,POINT (-0.0460514999999998 51.5220735),Mile End Road
134900011,2304,pub,The Maypole,POINT (-0.3009294000000007 51.38258449999999),Hook Road
137790430,2511,convenience,Dhara News,POINT (-0.0452144999999997 51.52163130000001),
137790992,2511,convenience,Cost u Less,POINT (-0.0451458000000003 51.5215309),White Horse Lane
137791309,2514,chemist,Medichem Pharmacy,POINT (-0.0450449000000012 51.5213843),White Horse Lane
137791776,2511,convenience,Stepney Fruit & Veg,POINT (-0.0450047000000008 51.52132759999999),White Horse Lane
140681851,2303,cafe,Starbucks,POINT (-0.135499500000001 51.49899159999999),Palmer Street
140697749,2302,fast_food,Greggs,POINT (-0.1352163000000003 51.498230199999995),Palmer Street
142435502,2305,bar,135 bar & lounge,POINT (-0.0552608999999998 51.52298689999999),
142436112,2511,convenience,Cambridge Supermarket,POINT (-0.0545305 51.523056699999984),
142528191,2543,doityourself,Leyland SDM,POINT (-0.0496592 51.521028900000005),Mile End Road
144094891,2302,fast_food,Bagel Bite,POINT (-0.3024572000000009 51.51476869999999),
144094891,2302,fast_food,Bagel Bite,POINT (-0.3024572000000009 51.51476869999999),
144122753,2511,convenience,Becky's Convenience Store,POINT (-0.1333668000000003 51.5707414),Cressida Road
148782410,2304,pub,The White Ferry,POINT (-0.1467405000000009 51.488986600000004),Turpentine Lane
150609647,2304,pub,Prince Of Wales,POINT (-0.0424719000000013 51.4337044),Shaws Cottages
153620231,2304,pub,The Moon on the Hill,POINT (-0.1932923000000002 51.36188349999998),Hill Road
156704793,2602,atm,,POINT (-0.2044337999999999 51.5337252),
160548974,2304,pub,The Morgan Arms,POINT (-0.0309851000000005 51.5278869),Morgan Street
166612962,2304,pub,The Rising Sun,POINT (-0.4766612000000017 51.46028350000001),Riverside Road
166967411,2304,pub,The Pembroke Castle,POINT (-0.1548897 51.54254339999999),Gloucester Avenue
169140424,2304,pub,The County Arms,POINT (-0.1743309000000018 51.45009129999999),
169140546,2304,pub,The Hope,POINT (-0.1654356 51.4461541),
169355678,2301,restaurant,Bon Gusto,POINT (-0.1378188000000007 51.49921020000001),
169368767,2301,restaurant,Bank Restaurant & Bar,POINT (-0.1372558000000002 51.498630399999996),Buckingham Gate
169373136,2568,laundry,Prime Dry Cleaners,POINT (-0.1385775999999997 51.4991055),
169384510,2304,pub,The Pineapple,POINT (-0.1395210000000009 51.498637699999996),Wilfred Street
